Day,Month,Year,Area,WC,PN,Price,Floor,SoSach,district,Type
10,4,2023,115.0,2,4,1.95,2,Có,Bình Chánh,Bán Nhà riêng
10,4,2023,60.0,2,5,41.0,5,Có,Quận 3,Bán Nhà mặt phố
10,4,2023,30.0,2,3,4.9,4,Có,Tân Bình,Bán Nhà riêng
10,4,2023,30.0,2,2,4.9,4,Có,Tân Bình,Bán Nhà riêng
10,4,2023,64.0,2,3,3.65,2,Có,Bình Tân,Bán Nhà riêng
10,4,2023,68.0,6,5,7.7,5,Có,Gò Vấp,Bán Nhà riêng
10,4,2023,40.0,2,2,3.4,2,Có,Tân Phú,Bán Nhà riêng
10,4,2023,48.0,3,7,6.0,3,Có,Quận 8,Bán Nhà riêng
10,4,2023,52.0,5,4,6.6,4,Có,Gò Vấp,Bán Nhà riêng
10,4,2023,125.0,1,1,9.7,2,Có,Gò Vấp,Bán Nhà riêng
10,4,2023,125.0,1,1,9.7,2,Có,Gò Vấp,Bán Nhà riêng
10,4,2023,38.0,4,3,4.1,5,Có,Tân Phú,Bán Nhà riêng
10,4,2023,93.0,2,6,6.1,3,Có,Thủ Đức,Bán Nhà riêng
10,4,2023,100.0,3,3,5.0,2,Có,Hóc Môn,Bán Nhà riêng
11,4,2023,41.0,2,2,4.49,2,Có,Gò Vấp,Bán Nhà riêng
11,4,2023,200.0,4,4,22.0,3,Có,Quận 9,Bán Nhà riêng
11,4,2023,56.0,2,4,6.9,1,Có,Tân Bình,Bán Nhà riêng
11,4,2023,55.0,2,2,5.7,4,Có,Tân Bình,Bán Nhà riêng
11,4,2023,133.0,5,6,23.0,3,Có,Tân Bình,Bán Nhà riêng
11,4,2023,57.0,3,3,5.95,2,Có,Tân Phú,Bán Nhà mặt phố
11,4,2023,120.0,2,4,27.2,5,Có,Quận 3,Bán Nhà mặt phố
11,4,2023,46.0,2,3,4.4,2,Có,Gò Vấp,Bán Nhà riêng
11,4,2023,56.0,2,3,6.9,1,Có,Tân Bình,Bán Nhà riêng
11,4,2023,24.0,3,4,6.9,4,Có,Quận 10,Bán Nhà riêng
11,4,2023,192.0,2,4,17.5,1,Có,Bình Thạnh,Bán Nhà riêng
11,4,2023,87.0,3,3,25.0,5,Có,Quận 10,Bán Nhà mặt phố
11,4,2023,50.0,2,3,5.4,2,Có,Tân Phú,Bán Nhà mặt phố
11,4,2023,99.0,2,3,6.5,2,Có,Bình Thạnh,Bán Nhà riêng
11,4,2023,75.0,2,5,7.8,1,Có,Tân Bình,Bán Nhà riêng
11,4,2023,50.0,6,4,9.2,4,Có,Quận 8,Bán Nhà riêng
11,4,2023,75.0,2,3,7.8,1,Có,Tân Bình,Bán Nhà riêng
11,4,2023,210.0,2,4,13.4,3,Có,Tân Phú,Bán Nhà riêng
11,4,2023,25.0,2,2,2.8,3,Có,Bình Thạnh,Bán Nhà riêng
11,4,2023,40.0,3,2,4.0,1,Có,Tân Phú,Bán Nhà mặt phố
11,4,2023,43.0,1,2,2.45,1,Có,Quận 12,Bán Nhà riêng
12,4,2023,28.0,2,2,3.3,3,Có,Tân Bình,Bán Nhà riêng
12,4,2023,28.0,2,2,3.3,3,Có,Tân Bình,Bán Nhà riêng
12,4,2023,89.0,1,1,10.8,1,Có,Gò Vấp,Bán Nhà mặt phố
12,4,2023,72.0,2,3,5.0,2,Có,Bình Tân,Bán Nhà mặt phố
12,4,2023,60.0,2,5,40.2,6,Có,Quận 3,Bán Nhà mặt phố
8,4,2023,40.0,2,1,3.3,1,Có,Tân Bình,Bán Nhà riêng
8,4,2023,30.0,3,3,5.8,3,Có,Tân Phú,Bán Nhà riêng
8,4,2023,30.0,2,2,4.7,1,Có,Tân Bình,Bán Nhà riêng
8,4,2023,30.0,2,2,4.7,1,Có,Tân Bình,Bán Nhà riêng
8,4,2023,131.0,4,3,16.9,3,Có,Quận 9,Bán Nhà riêng
8,4,2023,51.0,4,4,7.5,3,Có,Tân Bình,Bán Nhà riêng
8,4,2023,50.0,2,5,8.3,4,Có,Quận 11,Bán Nhà riêng
8,4,2023,50.0,2,5,8.3,4,Có,Quận 11,Bán Nhà riêng
8,4,2023,63.0,3,5,6.6,1,Có,Quận 7,Bán Nhà riêng
8,4,2023,151.0,4,4,8.7,3,Có,Thủ Đức,Bán Nhà riêng
8,4,2023,38.0,2,3,6.79,1,Có,Quận 7,Bán Nhà mặt phố
8,4,2023,57.0,2,2,4.29,2,Có,Quận 9,Bán Nhà riêng
8,4,2023,82.0,3,4,6.1,3,Có,Quận 8,Bán Nhà riêng
9,4,2023,30.0,2,2,2.9,2,Có,Tân Bình,Bán Nhà riêng
9,4,2023,30.0,2,2,2.9,2,Có,Tân Bình,Bán Nhà riêng
9,4,2023,60.0,2,2,3.9,2,Có,Quận 9,Bán Nhà riêng
9,4,2023,90.0,5,5,16.35,5,Có,Gò Vấp,Bán Nhà mặt phố
9,4,2023,25.0,4,3,6.5,4,Có,Phú Nhuận,Bán Nhà mặt phố
9,4,2023,60.0,4,3,10.8,2,Có,Phú Nhuận,Bán Nhà riêng
6,4,2023,60.0,2,3,4.0,2,Có,Quận 9,Bán Nhà mặt phố
6,4,2023,42.0,1,1,2.9,2,Có,Bình Thạnh,Bán Nhà riêng
6,4,2023,108.0,2,2,3.95,2,Có,Hóc Môn,Bán Nhà riêng
6,4,2023,53.0,2,2,3.9,2,Có,Bình Thạnh,Bán Nhà riêng
6,4,2023,75.0,2,2,22.0,4,Có,Hóc Môn,Bán Nhà riêng
6,4,2023,52.0,3,3,10.5,3,Có,Tân Bình,Bán Nhà mặt phố
6,4,2023,80.0,2,3,22.0,2,Có,Tân Phú,Bán Nhà riêng
6,4,2023,80.0,2,3,22.0,2,Có,Tân Phú,Bán Nhà riêng
6,4,2023,75.0,1,2,3.3,1,Có,Quận 12,Bán Nhà riêng
6,4,2023,180.0,2,4,12.95,1,Có,Phú Nhuận,Bán Nhà riêng
6,4,2023,140.0,2,5,12.89,1,Có,Phú Nhuận,Bán Nhà mặt phố
6,4,2023,64.0,5,4,7.6,4,Có,Quận 8,Bán Nhà riêng
6,4,2023,45.0,3,4,7.15,5,Có,Gò Vấp,Bán Nhà riêng
6,4,2023,63.0,2,3,5.5,2,Có,Thủ Đức,Bán Nhà riêng
6,4,2023,63.0,2,3,5.5,2,Có,Thủ Đức,Bán Nhà riêng
6,4,2023,45.0,2,4,9.0,3,Có,Quận 8,Bán Nhà riêng
6,4,2023,78.0,5,5,8.3,4,Có,Gò Vấp,Bán Nhà riêng
7,4,2023,45.0,1,1,3.3,1,Có,Hóc Môn,Bán Nhà riêng
7,4,2023,56.0,2,2,4.85,2,Có,Gò Vấp,Bán Nhà riêng
7,4,2023,56.0,7,7,7.0,5,Có,Gò Vấp,Bán Nhà riêng
7,4,2023,100.0,2,1,3.4,1,Có,Quận 9,Bán Nhà riêng
7,4,2023,90.0,5,5,17.0,4,Có,Quận 2,Bán Nhà riêng
7,4,2023,132.0,8,7,24.0,1,Có,Bình Thạnh,Bán Nhà mặt phố
7,4,2023,87.0,3,3,17.5,3,Có,Quận 7,Bán Nhà mặt phố
7,4,2023,85.0,2,4,5.9,1,Có,Quận 9,Bán Nhà riêng
7,4,2023,100.0,2,6,10.24,1,Có,Quận 10,Bán Nhà mặt phố
7,4,2023,45.0,2,3,4.64,2,Có,Quận 10,Bán Nhà mặt phố
7,4,2023,90.0,2,4,6.6,4,Có,Quận 12,Bán Nhà riêng
7,4,2023,70.0,6,4,9.3,4,Có,Gò Vấp,Bán Nhà riêng
7,4,2023,55.0,2,4,5.5,4,Có,Quận 9,Bán Nhà riêng
8,4,2023,110.0,3,4,3.4,3,Có,Quận 8,Bán Nhà riêng
8,4,2023,68.0,5,4,6.5,2,Có,Gò Vấp,Bán Nhà riêng
8,4,2023,68.0,5,4,8.3,4,Có,Thủ Đức,Bán Nhà riêng
8,4,2023,53.0,2,2,3.9,2,Có,Gò Vấp,Bán Nhà riêng
8,4,2023,56.0,7,7,6.0,5,Có,Gò Vấp,Bán Nhà riêng
8,4,2023,40.0,3,3,3.3,1,Có,Tân Bình,Bán Nhà riêng
8,4,2023,95.0,5,5,12.9,5,Có,Phú Nhuận,Bán Nhà riêng
6,4,2023,210.0,2,4,26.0,2,Có,Thủ Đức,Bán Nhà riêng
6,4,2023,200.0,2,2,18.5,3,Có,Thủ Đức,Bán Nhà riêng
6,4,2023,54.0,2,3,3.8,2,Có,Bình Tân,Bán Nhà riêng
6,4,2023,91.0,2,4,6.05,3,Có,Thủ Đức,Bán Nhà riêng
6,4,2023,45.0,2,4,9.0,3,Có,Quận 8,Bán Nhà mặt phố
6,4,2023,45.0,2,4,9.0,3,Có,Quận 8,Bán Nhà mặt phố
6,4,2023,52.0,6,5,5.8,4,Có,Bình Tân,Bán Nhà mặt phố
6,4,2023,101.0,3,3,6.0,2,Có,Quận 12,Bán Nhà mặt phố
6,4,2023,224.0,5,4,2.9,2,Có,Tân Bình,Bán Nhà riêng
6,4,2023,52.0,3,4,9.1,2,Có,Tân Bình,Bán Nhà mặt phố
6,4,2023,64.0,4,4,10.0,3,Có,Tân Phú,Bán Nhà mặt phố
6,4,2023,48.0,2,4,6.5,3,Có,Gò Vấp,Bán Nhà riêng
5,4,2023,45.0,5,3,7.6,5,Có,Gò Vấp,Bán Nhà riêng
5,4,2023,75.0,4,6,10.8,3,Có,Quận 7,Bán Nhà mặt phố
6,4,2023,52.0,2,2,3.5,2,Có,Tân Phú,Bán Nhà riêng
6,4,2023,96.0,2,3,12.5,5,Có,Quận 9,Bán Nhà riêng
5,4,2023,56.0,3,3,22.0,1,Có,Hóc Môn,Bán Nhà riêng
5,4,2023,82.0,2,2,8.8,2,Có,Quận 9,Bán Nhà riêng
21,3,2023,21.0,4,4,3.0,3,Có,Quận 7,Bán Nhà riêng
23,3,2023,92.0,4,4,8.3,3,Có,Quận 7,Bán Nhà riêng
24,3,2023,75.0,7,6,9.0,4,Có,Quận 7,Bán Nhà riêng
24,3,2023,67.0,5,5,9.3,4,Có,Quận 7,Bán Nhà mặt phố
24,3,2023,46.0,2,3,5.2,2,Có,Quận 7,Bán Nhà riêng
25,3,2023,56.0,2,3,6.9,2,Có,Quận 7,Bán Nhà riêng
25,3,2023,80.0,5,5,6.5,2,Có,Quận 7,Bán Nhà riêng
25,3,2023,158.0,5,5,7.8,1,Có,Quận 7,Bán Nhà riêng
25,3,2023,180.0,2,2,5.5,1,Có,Quận 7,Bán Nhà riêng
25,3,2023,70.0,2,2,2.45,2,Có,Quận 7,Bán Nhà riêng
25,3,2023,184.0,4,4,8.2,2,Có,Quận 7,Bán Nhà riêng
25,3,2023,152.0,3,3,6.85,2,Có,Quận 7,Bán Nhà riêng
26,3,2023,233.0,4,4,11.0,1,Có,Quận 7,Bán Nhà riêng
26,3,2023,44.0,2,2,4.5,2,Có,Quận 7,Bán Nhà riêng
5,4,2023,71.0,1,2,5.5,1,Có,Quận 7,Bán Nhà riêng
5,4,2023,62.0,2,4,4.7,2,Có,Bình Tân,Bán Nhà riêng
5,4,2023,30.0,1,2,3.36,3,Có,Quận 10,Bán Nhà mặt phố
5,4,2023,30.0,2,4,3.6,1,Có,Quận 10,Bán Nhà mặt phố
5,4,2023,124.0,2,2,10.5,1,Có,Hóc Môn,Bán Nhà mặt phố
5,4,2023,64.0,5,4,8.0,2,Có,Quận 8,Bán Nhà mặt phố
5,4,2023,100.0,6,6,29.0,5,Có,Quận 2,Bán Nhà riêng
5,4,2023,70.0,2,2,5.6,3,Có,Bình Tân,Bán Nhà riêng
5,4,2023,80.0,5,4,8.0,3,Có,Quận 7,Bán Nhà riêng
5,4,2023,66.0,3,3,6.95,2,Có,Quận 7,Bán Nhà riêng
5,4,2023,56.0,4,4,6.0,3,Có,Bình Tân,Bán Nhà riêng
5,4,2023,80.0,4,6,7.7,3,Có,Tân Bình,Bán Nhà riêng
19,12,2022,77.0,2,3,7.5,3,Có,Gò Vấp,Bán Nhà riêng
4,4,2023,78.0,1,4,7.5,1,Có,Bình Tân,Bán Nhà riêng
4,4,2023,116.0,4,6,5.95,2,Có,Bình Tân,Bán Nhà riêng
4,4,2023,47.0,1,1,4.0,1,Có,Bình Tân,Bán Nhà riêng
4,4,2023,77.0,2,4,4.5,1,Có,Quận 6,Bán Nhà riêng
4,4,2023,60.0,5,5,7.99,4,Có,Gò Vấp,Bán Nhà riêng
5,4,2023,57.0,2,4,2.65,1,Có,Quận 9,Bán Nhà riêng
5,4,2023,91.0,7,5,13.9,4,Có,Bình Thạnh,Bán Nhà riêng
4,4,2023,40.0,3,3,5.0,3,Có,Tân Bình,Bán Nhà riêng
4,4,2023,119.0,2,4,15.75,5,Có,Quận 10,Bán Nhà mặt phố
4,4,2023,52.0,2,2,8.8,1,Có,Quận 10,Bán Nhà mặt phố
4,4,2023,62.0,2,6,6.24,1,Có,Quận 10,Bán Nhà mặt phố
4,4,2023,10.0,1,1,14.0,3,Có,Quận 7,Bán Nhà riêng
4,4,2023,80.0,1,1,5.99,1,Có,Bình Tân,Bán Nhà mặt phố
4,4,2023,35.0,2,3,22.0,3,Có,Quận 11,Bán Nhà mặt phố
4,4,2023,120.0,3,3,11.9,3,Có,Quận 9,Bán Nhà riêng
4,4,2023,154.0,2,4,15.3,2,Có,Bình Thạnh,Bán Nhà riêng
4,4,2023,56.0,3,2,4.95,2,Có,Tân Phú,Bán Nhà riêng
4,4,2023,240.0,2,6,19.05,5,Có,Bình Thạnh,Bán Nhà riêng
4,4,2023,40.0,2,2,3.85,2,Có,Quận 8,Bán Nhà riêng
4,4,2023,40.0,3,3,5.0,3,Có,Tân Bình,Bán Nhà riêng
4,4,2023,80.0,4,6,7.7,3,Có,Tân Bình,Bán Nhà riêng
4,4,2023,80.0,2,3,3.5,1,Có,Thủ Đức,Bán Nhà riêng
4,4,2023,66.0,3,5,6.6,3,Có,Tân Bình,Bán Nhà riêng
4,4,2023,95.0,6,5,14.5,5,Có,Gò Vấp,Bán Nhà riêng
3,4,2023,104.0,2,4,4.8,1,Có,Gò Vấp,Bán Nhà riêng
3,4,2023,44.0,4,4,13.0,5,Có,Tân Bình,Bán Nhà mặt phố
3,4,2023,125.0,2,4,10.5,1,Có,Thủ Đức,Bán Nhà mặt phố
3,4,2023,44.0,4,4,13.0,5,Có,Tân Bình,Bán Nhà mặt phố
3,4,2023,88.0,2,2,5.0,1,Có,Quận 12,Bán Nhà riêng
3,4,2023,32.0,3,3,4.6,4,Có,Tân Bình,Bán Nhà riêng
1,4,2023,40.0,2,2,4.2,2,Có,Gò Vấp,Bán Nhà riêng
1,4,2023,21.0,3,3,2.2,3,Có,Tân Bình,Bán Nhà riêng
1,4,2023,50.0,2,2,22.0,1,Có,Bình Chánh,Bán Nhà riêng
1,4,2023,115.0,2,2,6.15,1,Có,Quận 12,Bán Nhà riêng
1,4,2023,22.0,2,2,3.3,3,Có,Quận 8,Bán Nhà mặt phố
1,4,2023,64.0,1,3,3.55,2,Có,Quận 7,Bán Nhà riêng
1,4,2023,72.0,5,4,13.6,5,Có,Quận 12,Bán Nhà mặt phố
1,4,2023,60.0,4,4,8.5,3,Có,Quận 7,Bán Nhà riêng
2,4,2023,56.0,4,4,5.8,3,Có,Tân Phú,Bán Nhà riêng
2,4,2023,156.0,2,2,14.5,5,Có,Gò Vấp,Bán Nhà mặt phố
2,4,2023,51.0,5,4,6.3,3,Có,Bình Thạnh,Bán Nhà mặt phố
2,4,2023,38.0,3,3,4.6,4,Có,Gò Vấp,Bán Nhà riêng
2,4,2023,55.0,5,5,7.0,4,Có,Bình Thạnh,Bán Nhà riêng
2,4,2023,51.0,2,3,4.4,2,Có,Tân Phú,Bán Nhà riêng
2,4,2023,51.0,2,3,4.4,2,Có,Tân Phú,Bán Nhà riêng
2,4,2023,125.0,3,3,8.5,2,Có,Gò Vấp,Bán Nhà riêng
2,4,2023,32.0,4,4,9.9,4,Có,Phú Nhuận,Bán Nhà mặt phố
2,4,2023,32.0,4,4,9.9,4,Có,Phú Nhuận,Bán Nhà riêng
2,4,2023,55.0,2,3,32.0,1,Có,Quận 1,Bán Nhà mặt phố
3,4,2023,36.0,2,4,22.0,4,Có,Quận 10,Bán Nhà riêng
3,4,2023,50.0,2,2,2.95,2,Có,Quận 12,Bán Nhà riêng
3,4,2023,61.0,2,2,5.36,1,Có,Quận 3,Bán Nhà mặt phố
3,4,2023,32.0,3,3,4.6,4,Có,Tân Bình,Bán Nhà riêng
3,4,2023,58.0,1,2,7.6,1,Có,Quận 10,Bán Nhà mặt phố
1,4,2023,47.0,3,4,5.1,4,Có,Quận 8,Bán Nhà mặt phố
1,4,2023,67.0,1,2,4.0,1,Có,Thủ Đức,Bán Nhà riêng
31,3,2023,31.0,2,2,3.95,4,Có,Gò Vấp,Bán Nhà riêng
31,3,2023,61.0,3,2,5.8,3,Có,Tân Bình,Bán Nhà riêng
31,3,2023,61.0,3,2,5.8,3,Có,Tân Bình,Bán Nhà riêng
31,3,2023,50.0,2,2,3.65,2,Có,Tân Phú,Bán Nhà mặt phố
31,3,2023,72.0,8,7,9.99,4,Có,Tân Bình,Bán Nhà riêng
31,3,2023,70.0,6,6,9.5,3,Có,Thủ Đức,Bán Nhà mặt phố
31,3,2023,64.0,4,4,5.6,4,Có,Quận 12,Bán Nhà riêng
1,4,2023,40.0,3,4,4.48,3,Có,Bình Tân,Bán Nhà riêng
1,4,2023,154.0,3,3,6.8,1,Có,Nhà Bè,Bán Nhà riêng
1,4,2023,51.0,2,3,6.0,1,Có,Quận 9,Bán Nhà riêng
1,4,2023,70.0,5,4,9.9,2,Có,Gò Vấp,Bán Nhà riêng
1,4,2023,60.0,5,4,8.5,4,Có,Thủ Đức,Bán Nhà riêng
1,4,2023,80.0,4,4,6.5,2,Có,Tân Phú,Bán Nhà mặt phố
1,4,2023,150.0,1,2,4.0,1,Có,Thủ Đức,Bán Nhà mặt phố
1,4,2023,42.0,3,4,4.5,3,Có,Tân Bình,Bán Nhà riêng
1,4,2023,88.0,5,5,8.6,3,Có,Gò Vấp,Bán Nhà riêng
27,3,2023,140.0,1,3,6.7,1,Có,Quận 7,Bán Nhà riêng
27,3,2023,100.0,3,3,8.2,1,Có,Quận 7,Bán Nhà riêng
29,3,2023,35.0,5,5,3.3,3,Có,Tân Bình,Bán Nhà riêng
29,3,2023,63.0,2,3,5.4,1,Có,Quận 6,Bán Nhà riêng
29,3,2023,14.0,3,2,2.5,3,Có,Quận 4,Bán Nhà riêng
29,3,2023,88.0,5,4,7.3,3,Có,Gò Vấp,Bán Nhà riêng
29,3,2023,80.0,3,3,6.5,3,Có,Bình Chánh,Bán Nhà mặt phố
29,3,2023,80.0,3,4,10.0,3,Có,Bình Chánh,Bán Nhà mặt phố
29,3,2023,44.0,2,2,3.1,2,Có,Gò Vấp,Bán Nhà riêng
29,3,2023,45.0,2,3,5.4,1,Có,Quận 1,Bán Nhà riêng
29,3,2023,35.0,5,5,3.3,3,Có,Tân Bình,Bán Nhà riêng
29,3,2023,40.0,2,2,39.0,1,Có,Hóc Môn,Bán Nhà riêng
30,3,2023,47.0,3,2,6.2,3,Có,Tân Phú,Bán Nhà riêng
30,3,2023,80.0,2,5,6.5,2,Có,Thủ Đức,Bán Nhà riêng
30,3,2023,64.0,2,2,3.85,1,Có,Quận 12,Bán Nhà riêng
30,3,2023,30.0,3,3,67.0,4,Có,Quận 10,Bán Nhà riêng
30,3,2023,100.0,5,5,6.0,4,Có,Quận 12,Bán Nhà riêng
30,3,2023,75.0,4,3,12.0,3,Có,Bình Thạnh,Bán Nhà mặt phố
30,3,2023,60.0,3,3,12.5,3,Có,Quận 10,Bán Nhà riêng
30,3,2023,85.0,3,3,4.7,2,Có,Hóc Môn,Bán Nhà riêng
30,3,2023,60.0,2,3,5.7,2,Có,Phú Nhuận,Bán Nhà riêng
30,3,2023,42.0,3,3,6.95,1,Có,Quận 11,Bán Nhà riêng
30,3,2023,27.0,3,3,3.2,3,Có,Quận 10,Bán Nhà riêng
30,3,2023,27.0,3,3,3.4,3,Có,Quận 10,Bán Nhà riêng
30,3,2023,55.0,2,2,3.0,1,Có,Thủ Đức,Bán Nhà riêng
30,3,2023,62.0,3,4,4.5,2,Có,Quận 8,Bán Nhà mặt phố
30,3,2023,62.0,2,2,3.9,2,Có,Bình Tân,Bán Nhà riêng
31,3,2023,85.0,3,3,3.95,2,Có,Quận 7,Bán Nhà riêng
31,3,2023,48.0,4,4,4.18,2,Có,Tân Bình,Bán Nhà riêng
31,3,2023,48.0,2,2,4.18,2,Có,Tân Bình,Bán Nhà riêng
31,3,2023,107.0,3,3,5.2,1,Có,Quận 7,Bán Nhà riêng
31,3,2023,56.0,3,2,5.5,2,Có,Gò Vấp,Bán Nhà riêng
31,3,2023,100.0,5,4,9.2,4,Có,Thủ Đức,Bán Nhà riêng
31,3,2023,52.0,2,2,9.1,2,Có,Bình Thạnh,Bán Nhà mặt phố
31,3,2023,84.0,5,4,7.3,4,Có,Gò Vấp,Bán Nhà riêng
31,3,2023,80.0,5,4,6.2,3,Có,Quận 12,Bán Nhà riêng
31,3,2023,25.0,2,2,3.4,2,Có,Quận 7,Bán Nhà riêng
31,3,2023,56.0,2,3,6.95,1,Có,Quận 7,Bán Nhà riêng
31,3,2023,56.0,7,6,15.0,5,Có,Quận 2,Bán Nhà mặt phố
31,3,2023,72.0,3,4,8.38,1,Có,Bình Chánh,Bán Nhà riêng
31,3,2023,72.0,8,7,9.99,4,Có,Tân Bình,Bán Nhà riêng
29,3,2023,50.0,2,3,6.6,1,Có,Quận 7,Bán Nhà riêng
29,3,2023,47.0,3,3,4.5,3,Có,Tân Phú,Bán Nhà riêng
29,3,2023,129.0,4,6,10.0,3,Có,Thủ Đức,Bán Nhà riêng
29,3,2023,75.0,5,4,9.0,1,Có,Thủ Đức,Bán Nhà riêng
22,3,2023,96.0,2,6,7.8,4,Có,Quận 7,Bán Nhà riêng
23,3,2023,118.0,2,1,9.7,4,Có,Quận 7,Bán Nhà mặt phố
24,3,2023,96.0,2,2,8.0,1,Có,Quận 7,Bán Nhà mặt phố
28,3,2023,100.0,3,4,24.0,4,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,40.0,3,2,24.0,2,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,40.0,3,2,24.0,2,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,94.0,3,5,24.0,4,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,90.0,3,5,24.0,4,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,83.0,3,1,3.0,2,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,32.0,3,1,3.05,2,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,150.0,3,2,2.5,1,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,35.0,3,2,2.3,2,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,117.0,6,4,12.0,4,Có,Thủ Đức,Bán Nhà riêng
28,3,2023,80.0,3,4,4.7,2,Có,Bình Tân,Bán Nhà mặt phố
28,3,2023,45.0,5,5,5.7,4,Có,Quận 10,Bán Nhà mặt phố
28,3,2023,66.0,2,3,6.8,4,Có,Quận 7,Bán Nhà riêng
28,3,2023,48.0,6,5,7.3,4,Có,Phú Nhuận,Bán Nhà riêng
28,3,2023,45.0,5,5,5.7,4,Có,Quận 10,Bán Nhà riêng
28,3,2023,53.0,2,4,6.8,4,Có,Quận 8,Bán Nhà mặt phố
28,3,2023,73.0,4,5,13.0,2,Có,Quận 7,Bán Nhà riêng
28,3,2023,129.0,2,4,6.9,3,Có,Quận 12,Bán Nhà riêng
28,3,2023,75.0,4,5,10.8,5,Có,Tân Phú,Bán Nhà riêng
28,3,2023,58.0,2,2,3.8,2,Có,Quận 12,Bán Nhà riêng
28,3,2023,100.0,1,2,22.0,1,Có,Hóc Môn,Bán Nhà riêng
28,3,2023,64.0,2,4,14.1,1,Có,Quận 6,Bán Nhà riêng
28,3,2023,56.0,4,6,8.95,5,Có,Quận 11,Bán Nhà riêng
28,3,2023,46.0,3,3,6.0,3,Có,Bình Thạnh,Bán Nhà mặt phố
28,3,2023,101.0,2,4,8.2,2,Có,Quận 6,Bán Nhà riêng
28,3,2023,68.0,3,3,4.9,4,Có,Quận 12,Bán Nhà riêng
28,3,2023,72.0,3,3,5.3,4,Có,Bình Thạnh,Bán Nhà riêng
27,3,2023,28.0,2,1,1.35,1,Có,Quận 12,Bán Nhà riêng
28,3,2023,100.0,6,5,11.5,4,Có,Gò Vấp,Bán Nhà riêng
28,3,2023,150.0,2,2,22.0,5,Có,Thủ Đức,Bán Nhà mặt phố
28,3,2023,75.0,2,4,22.0,5,Có,Thủ Đức,Bán Nhà mặt phố
28,3,2023,88.0,6,5,8.2,3,Có,Tân Bình,Bán Nhà riêng
28,3,2023,91.0,3,4,5.95,3,Có,Thủ Đức,Bán Nhà mặt phố
28,3,2023,40.0,3,2,23.0,2,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,55.0,3,3,6.5,3,Có,Tân Phú,Bán Nhà riêng
28,3,2023,67.0,3,4,28.0,2,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,52.0,3,2,25.0,1,Có,Bình Thạnh,Bán Nhà riêng
28,3,2023,49.0,2,2,3.5,2,Có,Hóc Môn,Bán Nhà mặt phố
28,3,2023,100.0,3,3,3.0,3,Có,Quận 12,Bán Nhà riêng
28,3,2023,45.0,2,3,4.0,2,Có,Quận 7,Bán Nhà riêng
28,3,2023,47.0,2,3,4.0,2,Có,Quận 7,Bán Nhà riêng
28,3,2023,47.0,2,3,4.0,2,Có,Quận 7,Bán Nhà riêng
28,3,2023,62.0,2,2,3.8,5,Có,Quận 4,Bán Nhà riêng
28,3,2023,62.0,2,2,3.85,5,Có,Quận 4,Bán Nhà riêng
28,3,2023,115.0,7,7,7.5,1,Có,Quận 12,Bán Nhà mặt phố
28,3,2023,30.0,1,1,22.0,1,Có,Hóc Môn,Bán Nhà riêng
28,3,2023,58.0,3,4,78.0,3,Có,Tân Phú,Bán Nhà riêng
28,3,2023,42.0,2,4,6.5,3,Có,Quận 6,Bán Nhà riêng
28,3,2023,64.0,5,6,14.69,4,Có,Tân Bình,Bán Nhà mặt phố
28,3,2023,72.0,3,4,75.0,4,Có,Bình Thạnh,Bán Nhà riêng
27,3,2023,65.0,2,1,4.8,2,Có,Bình Tân,Bán Nhà riêng
27,3,2023,64.0,4,4,5.7,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,68.0,2,3,5.55,2,Có,Bình Tân,Bán Nhà riêng
27,3,2023,72.0,2,2,6.2,2,Có,Bình Tân,Bán Nhà riêng
27,3,2023,52.0,1,1,3.5,1,Có,Quận 12,Bán Nhà riêng
27,3,2023,56.0,3,3,5.5,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,71.0,1,2,3.45,3,Có,Quận 8,Bán Nhà mặt phố
27,3,2023,66.0,4,4,7.6,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,68.0,4,4,7.7,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,88.0,2,2,11.0,3,Có,Bình Tân,Bán Nhà mặt phố
27,3,2023,68.0,2,4,8.5,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,57.0,4,4,7.2,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,57.0,4,4,7.2,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,32.0,3,4,3.3,3,Có,Quận 5,Bán Nhà riêng
27,3,2023,92.0,1,2,9.2,3,Có,Bình Tân,Bán Nhà riêng
27,3,2023,76.0,5,5,11.6,3,Có,Bình Thạnh,Bán Nhà riêng
27,3,2023,60.0,2,4,6.7,4,Có,Quận 9,Bán Nhà riêng
