,Area,WC,PN,Price,Floor,HouseType,Location
1921,52.0,1.0,2.0,2.75,1.0,5.5437090053763445,5.583661764705883
1925,68.0,3.3333333333333335,3.0,6.1,3.0,5.5437090053763445,5.624838426204724
1926,55.0,2.0,3.0,2.5,1.0,5.5437090053763445,5.4311051212938
1928,57.0,3.0,4.0,4.4,3.0,5.5437090053763445,5.2687857142857135
1929,68.0,2.0,3.0,2.7,2.0,5.5437090053763445,5.583661764705883
1930,55.0,2.0,2.0,3.15,1.0,5.5437090053763445,5.2687857142857135
1931,60.0,3.0,4.0,6.4,3.0,5.5437090053763445,5.831480472297911
1932,56.0,4.0,3.0,4.0,3.0,5.5437090053763445,5.831480472297911
1933,58.0,3.0,3.0,6.0,3.0,5.5437090053763445,5.624838426204724
1934,75.0,3.0,5.0,6.6,3.0,6.589457364341085,7.197767857142857
1935,57.0,2.0,3.0,2.5,1.0,5.5437090053763445,5.4311051212938
1936,82.33333333333333,1.0,2.0,7.5,1.0,7.485200839463087,6.305351941747572
1938,73.0,3.3333333333333335,4.0,6.4,4.0,5.5437090053763445,5.2687857142857135
1941,44.0,4.0,4.0,4.6,1.0,5.5437090053763445,5.2687857142857135
1942,72.0,2.6666666666666665,4.0,6.8,3.0,5.5437090053763445,5.2687857142857135
1943,112.0,3.0,4.0,4.5,3.0,5.5437090053763445,7.197767857142857
1944,112.0,3.0,4.0,4.5,2.0,5.5437090053763445,7.197767857142857
1945,87.0,2.6666666666666665,5.0,6.9,3.0,5.5437090053763445,5.2687857142857135
1946,34.0,2.0,3.0,2.3,2.0,5.5437090053763445,6.305351941747572
1947,72.0,2.0,2.0,5.7,3.0,5.5437090053763445,5.2687857142857135
1948,54.0,4.0,4.0,6.7,4.0,5.5437090053763445,5.2687857142857135
1949,60.0,1.0,1.0,4.7,2.0,5.5437090053763445,5.2687857142857135
1950,72.0,2.3333333333333335,2.0,4.5,2.0,5.5437090053763445,5.2687857142857135
1951,59.0,2.0,2.0,5.0,3.0,5.5437090053763445,5.2687857142857135
1953,43.0,2.0,3.0,4.3,3.0,5.5437090053763445,5.2687857142857135
1954,64.0,1.0,1.0,4.35,2.0,5.5437090053763445,5.2687857142857135
1956,60.0,3.0,4.0,6.9,3.0,5.5437090053763445,7.197767857142857
1957,55.0,3.0,3.0,11.0,3.0,5.5437090053763445,8.821571428571428
1958,72.0,3.0,3.0,5.98,2.0,5.5437090053763445,5.831480472297911
1959,44.0,2.0,3.0,3.5,3.0,5.5437090053763445,5.831480472297911
1961,110.0,5.0,5.0,4.0,1.0,5.5437090053763445,5.4311051212938
1962,61.333333333333336,3.3333333333333335,1.0,4.0,2.0,5.5437090053763445,5.2687857142857135
1963,40.0,4.0,3.0,5.2,3.0,5.5437090053763445,6.114109589041096
1964,89.0,3.0,3.0,7.8,2.0,7.485200839463087,6.114109589041096
1965,80.0,4.0,4.0,6.68,4.0,5.5437090053763445,5.624838426204724
1966,50.0,3.0,4.0,4.6,4.0,5.5437090053763445,6.305351941747572
1967,112.0,4.0,4.0,7.3,5.0,5.5437090053763445,6.305351941747572
1968,45.0,2.0,2.0,2.25,2.0,5.5437090053763445,6.642669902912622
1969,50.0,3.0,3.0,2.35,3.0,6.589457364341085,6.642669902912622
1971,60.0,3.0,4.0,6.9,3.0,5.5437090053763445,6.308395494367961
1973,43.0,2.0,2.0,5.19,2.0,5.5437090053763445,5.831480472297911
1974,65.0,5.0,4.0,5.2,1.0,5.5437090053763445,5.2687857142857135
1975,80.0,3.0,5.0,14.0,3.0,7.485200839463087,6.42252427184466
1976,41.666666666666664,2.0,2.0,2.0,1.0,5.5437090053763445,8.821571428571428
1977,80.0,3.6666666666666665,3.0,5.5,2.0,5.5437090053763445,5.624838426204724
1978,33.0,2.0,2.0,4.1,2.0,5.5437090053763445,7.340891402714932
1980,42.0,4.0,4.0,4.32,4.0,5.5437090053763445,7.197767857142857
1982,68.0,3.3333333333333335,5.0,7.9,3.0,5.5437090053763445,7.197767857142857
1983,44.0,3.0,3.0,4.45,3.0,7.485200839463087,5.831480472297911
1984,46.0,2.0,3.0,2.87,2.0,5.5437090053763445,5.2687857142857135
1985,36.0,4.0,3.0,3.55,3.0,5.5437090053763445,5.2687857142857135
1986,80.0,4.0,5.0,8.28,5.0,5.5437090053763445,5.624838426204724
1987,55.0,2.0,2.0,5.8,2.0,5.5437090053763445,6.308395494367961
1988,52.0,2.0,2.0,3.5,4.0,5.5437090053763445,5.624838426204724
1989,40.666666666666664,1.6666666666666667,1.6666666666666667,2.2,1.0,7.485200839463087,5.4311051212938
1990,43.0,4.0,3.0,3.77,4.0,5.5437090053763445,7.197767857142857
1992,32.0,2.0,2.0,1.9,2.0,5.5437090053763445,7.197767857142857
1993,81.0,4.0,4.0,6.5,2.0,5.5437090053763445,6.308395494367961
1994,36.0,3.0,4.0,4.9,1.0,5.5437090053763445,7.197767857142857
1995,41.0,3.0,4.0,5.3,4.0,5.5437090053763445,5.831480472297911
1997,60.0,4.0,5.0,4.8,3.0,5.5437090053763445,5.583661764705883
1998,60.0,4.0,3.0,5.0,3.0,5.5437090053763445,5.583661764705883
1999,84.0,3.0,4.0,7.8,3.0,5.5437090053763445,5.583661764705883
2001,30.0,1.0,1.0,2.0,2.0,5.5437090053763445,6.114109589041096
2002,120.0,5.0,5.0,10.9,4.0,7.485200839463087,5.624838426204724
2003,70.0,3.0,4.0,6.2,3.0,5.5437090053763445,5.4311051212938
2004,120.0,2.0,3.0,4.85,2.0,7.485200839463087,5.2687857142857135
2006,41.0,2.0,2.0,4.5,2.0,5.5437090053763445,5.2687857142857135
2007,72.0,2.0,2.0,7.0,2.6666666666666665,5.5437090053763445,5.2687857142857135
2008,60.0,5.0,4.0,4.8,1.0,5.5437090053763445,5.2687857142857135
2009,75.0,3.0,2.0,5.5,2.0,5.5437090053763445,5.624838426204724
2010,41.0,3.0,3.0,4.0,2.0,7.485200839463087,5.624838426204724
2012,72.0,3.0,4.0,5.18,4.0,5.5437090053763445,5.2687857142857135
2013,17.0,1.0,2.0,1.7,2.0,5.5437090053763445,4.2203448275862065
2014,45.0,4.0,4.0,3.4,5.0,5.5437090053763445,7.197767857142857
2016,48.0,4.0,4.0,6.6,4.0,5.5437090053763445,7.197767857142857
2017,52.0,2.0,3.0,3.3,2.0,5.5437090053763445,5.4311051212938
2018,44.0,3.0,4.0,5.9,3.0,5.5437090053763445,6.308395494367961
2019,80.0,3.0,4.0,9.0,3.0,5.5437090053763445,6.308395494367961
2021,40.0,3.0,3.0,4.8,3.0,5.5437090053763445,6.308395494367961
2022,68.0,5.0,5.0,5.7,4.0,5.5437090053763445,5.831480472297911
2024,100.0,4.0,5.0,9.38,4.0,7.485200839463087,5.624838426204724
2026,20.0,1.0,1.0,3.1,2.0,7.485200839463087,5.831480472297911
2027,124.0,4.0,3.0,6.0,3.0,5.5437090053763445,6.42252427184466
2029,35.0,4.0,3.0,6.7,4.0,5.5437090053763445,6.642669902912622
2030,73.0,5.0,5.0,5.2,1.0,5.5437090053763445,5.4311051212938
2031,33.0,5.0,4.0,5.5,4.0,7.485200839463087,6.305351941747572
2032,95.0,6.0,5.0,11.5,4.0,7.485200839463087,5.831480472297911
2033,50.0,3.0,4.0,5.8,3.0,5.5437090053763445,6.308395494367961
2034,63.0,2.0,2.0,5.4,2.0,5.5437090053763445,6.305351941747572
2035,46.0,3.0,4.0,2.65,1.0,5.5437090053763445,6.308395494367961
2036,44.0,2.0,2.0,5.6,2.0,5.5437090053763445,5.831480472297911
2037,30.0,2.0,2.0,3.5,2.0,5.5437090053763445,7.197767857142857
2038,100.0,3.0,4.0,7.38,3.0,5.5437090053763445,5.2687857142857135
2039,72.0,3.0,4.0,5.9,3.0,6.589457364341085,6.356913043478261
2040,54.0,5.0,4.0,6.5,3.0,6.589457364341085,6.356913043478261
2043,60.0,3.6666666666666665,2.0,4.8,2.0,7.485200839463087,5.2687857142857135
2044,50.0,2.0,2.3333333333333335,3.6,2.0,5.5437090053763445,5.2687857142857135
2045,81.33333333333333,5.0,4.0,8.88,3.0,6.589457364341085,5.583661764705883
2048,70.0,2.0,3.0,4.0,2.0,5.5437090053763445,5.2687857142857135
2049,70.0,3.0,4.0,5.8,3.0,5.5437090053763445,5.583661764705883
2052,38.0,2.0,2.0,4.8,2.0,5.5437090053763445,6.308395494367961
2053,50.0,2.0,2.0,4.2,2.0,6.589457364341085,6.308395494367961
2054,65.0,5.0,5.0,4.7,4.0,5.5437090053763445,5.4311051212938
2055,40.0,2.0,2.0,5.3,2.0,5.5437090053763445,6.308395494367961
2056,81.0,5.0,4.0,6.0,4.0,5.5437090053763445,6.356913043478261
2057,45.0,2.0,2.0,3.0,2.0,5.5437090053763445,6.42252427184466
2058,36.0,2.0,2.0,3.0,2.0,5.5437090053763445,6.356913043478261
2059,65.0,2.0,3.0,5.8,2.0,5.5437090053763445,5.4311051212938
2060,84.0,3.0,3.0,4.2,1.0,5.5437090053763445,5.2687857142857135
2062,55.0,5.0,4.0,6.5,3.0,5.5437090053763445,5.583661764705883
2064,45.0,3.0,4.0,4.0,3.0,5.5437090053763445,5.624838426204724
2065,80.0,5.0,5.0,12.68,5.0,7.485200839463087,6.114109589041096
2067,64.0,2.0,2.0,4.9,2.0,5.5437090053763445,5.2687857142857135
2068,52.0,2.0,2.0,4.1,2.0,5.5437090053763445,5.2687857142857135
2069,38.0,2.0,2.0,3.5,1.0,5.5437090053763445,6.305351941747572
2070,50.0,2.0,3.0,3.8,2.0,6.589457364341085,7.197767857142857
2071,85.0,2.0,3.0,5.3,2.0,5.5437090053763445,5.583661764705883
2072,58.0,2.0,3.0,5.6,2.0,5.5437090053763445,5.583661764705883
2073,148.0,2.0,4.0,6.7,1.0,5.5437090053763445,5.4311051212938
2074,75.0,4.0,5.0,5.2,4.0,5.5437090053763445,5.4311051212938
2075,35.0,3.0,3.0,6.7,3.0,5.5437090053763445,6.642669902912622
2076,90.66666666666667,3.0,3.0,5.8,2.0,6.589457364341085,5.583661764705883
2078,65.0,3.0,4.0,8.1,3.0,5.5437090053763445,5.583661764705883
2079,39.0,2.0,2.0,3.75,2.0,5.5437090053763445,6.305351941747572
2082,60.0,2.0,2.0,5.7,2.0,6.589457364341085,6.308395494367961
2083,130.0,1.0,2.0,4.9,1.0,5.5437090053763445,5.583661764705883
2084,48.0,1.0,2.0,3.0,1.0,5.5437090053763445,5.831480472297911
2085,35.0,1.0,2.0,2.6,2.0,6.589457364341085,5.583661764705883
2086,35.0,1.0,2.0,2.6,2.0,6.589457364341085,5.583661764705883
2089,45.0,3.0,3.0,4.0,3.0,5.5437090053763445,5.624838426204724
2090,64.0,3.0,3.0,10.7,4.0,5.5437090053763445,5.624838426204724
2091,53.0,3.0,3.0,6.4,3.0,5.5437090053763445,5.831480472297911
2092,40.0,3.0,4.0,4.9,1.0,5.5437090053763445,6.308395494367961
2093,70.0,6.0,5.0,10.7,5.0,5.5437090053763445,5.831480472297911
2094,56.0,3.0,4.0,4.35,4.0,5.5437090053763445,5.2687857142857135
2095,43.0,4.0,3.0,4.4,3.0,5.5437090053763445,6.305351941747572
2096,65.0,4.0,4.0,12.5,3.0,7.485200839463087,6.305351941747572
2097,50.0,3.0,4.0,7.0,4.0,5.5437090053763445,5.831480472297911
2099,150.0,3.0,4.0,6.99,2.0,5.5437090053763445,8.821571428571428
2100,31.666666666666668,3.0,3.0,1.45,2.0,6.589457364341085,7.340891402714932
2101,40.0,2.0,3.0,4.1,3.0,5.5437090053763445,6.308395494367961
2103,42.0,3.0,4.0,6.8,4.0,5.5437090053763445,6.308395494367961
2104,88.0,2.0,3.0,7.0,2.0,5.5437090053763445,5.831480472297911
2105,31.666666666666668,3.0,3.0,1.75,2.0,5.5437090053763445,7.340891402714932
2106,30.0,1.0,2.0,1.99,1.0,5.5437090053763445,6.308395494367961
2107,72.0,4.0,4.0,6.7,3.3333333333333335,5.5437090053763445,5.831480472297911
2108,71.0,1.6666666666666667,2.3333333333333335,4.5,2.0,5.5437090053763445,5.2687857142857135
2109,30.0,1.0,2.0,1.99,1.0,6.589457364341085,6.308395494367961
2110,64.0,4.0,4.0,5.6,3.0,5.5437090053763445,5.2687857142857135
2111,140.0,4.333333333333333,4.333333333333333,7.2,4.0,5.5437090053763445,5.2687857142857135
2112,72.0,2.0,2.0,5.6,3.0,5.5437090053763445,5.2687857142857135
2113,38.666666666666664,3.0,4.0,2.29,2.0,6.589457364341085,4.4488392857142856
2114,56.0,3.6666666666666665,4.0,5.0,2.0,5.5437090053763445,5.2687857142857135
2115,74.0,4.0,4.0,7.8,3.0,5.5437090053763445,5.2687857142857135
2116,54.0,3.0,3.0,4.95,3.0,5.5437090053763445,6.305351941747572
2117,53.0,4.0,4.0,5.75,4.0,5.5437090053763445,5.2687857142857135
2118,42.0,2.0,2.0,2.7,2.0,5.5437090053763445,4.2203448275862065
2119,52.0,4.0,4.0,6.15,4.0,5.5437090053763445,5.2687857142857135
2120,104.0,4.0,4.0,8.0,2.0,6.589457364341085,5.583661764705883
2121,64.0,4.0,4.0,6.0,3.0,5.5437090053763445,5.2687857142857135
2122,66.0,3.3333333333333335,1.0,5.5,2.0,5.5437090053763445,5.2687857142857135
2123,42.0,3.0,4.0,2.35,3.0,5.5437090053763445,6.308395494367961
2124,48.0,4.0,4.0,4.68,3.0,5.5437090053763445,5.2687857142857135
2125,70.0,2.0,3.0,3.7,2.0,5.5437090053763445,6.308395494367961
2126,80.0,3.0,3.0,6.68,2.0,7.485200839463087,5.2687857142857135
2127,76.0,3.0,5.0,7.0,3.0,5.5437090053763445,5.831480472297911
2128,42.0,5.0,4.0,7.4,4.0,5.5437090053763445,6.308395494367961
2131,75.0,4.0,5.0,5.0,1.0,5.5437090053763445,5.4311051212938
2132,57.0,3.0,4.0,2.65,3.0,6.589457364341085,7.197767857142857
2135,110.0,2.0,3.0,9.5,1.0,5.5437090053763445,8.821571428571428
2136,60.0,2.0,3.0,4.2,2.0,6.589457364341085,6.308395494367961
2137,45.0,3.0,3.0,6.6,3.0,5.5437090053763445,5.831480472297911
2138,78.0,4.0,5.0,6.68,5.0,5.5437090053763445,5.2687857142857135
2139,56.0,5.0,4.0,7.0,5.0,5.5437090053763445,5.831480472297911
2141,41.0,3.3333333333333335,4.0,6.4,5.0,5.5437090053763445,5.831480472297911
2142,17.0,2.0,2.0,2.15,3.0,5.5437090053763445,5.831480472297911
2144,82.0,3.0,4.0,6.5,3.0,5.5437090053763445,5.624838426204724
2145,78.0,3.0,2.0,5.3,2.0,5.5437090053763445,6.305351941747572
2146,63.0,1.0,2.0,4.7,2.0,7.485200839463087,5.2687857142857135
2148,20.0,4.0,3.0,2.85,1.0,5.5437090053763445,6.308395494367961
2149,40.0,2.3333333333333335,3.0,2.75,3.0,6.589457364341085,7.197767857142857
2150,78.0,2.0,3.0,5.38,2.0,5.5437090053763445,5.4311051212938
2151,64.0,4.0,4.0,4.123,4.0,5.5437090053763445,5.2687857142857135
2152,100.0,3.6666666666666665,3.0,6.6,5.0,5.5437090053763445,6.642669902912622
2153,45.0,1.0,2.0,3.4,2.0,5.5437090053763445,6.308395494367961
2154,78.0,4.0,4.0,6.68,4.0,5.5437090053763445,5.2687857142857135
2155,60.0,4.0,3.0,6.2,2.0,5.5437090053763445,6.305351941747572
2157,80.0,4.0,4.0,10.58,4.0,7.485200839463087,6.114109589041096
2158,146.0,2.0,3.0,4.2,1.0,5.5437090053763445,4.2203448275862065
2159,15.0,1.0,1.0,1.6,2.0,5.5437090053763445,5.831480472297911
2161,66.0,3.0,4.0,7.0,3.0,5.5437090053763445,5.583661764705883
2162,44.0,3.0,2.6666666666666665,4.1,3.0,5.5437090053763445,5.2687857142857135
2163,48.0,2.0,3.0,4.2,3.0,5.5437090053763445,5.624838426204724
2165,56.0,2.0,3.0,7.2,1.0,5.5437090053763445,6.308395494367961
2166,48.0,2.0,2.0,4.2,2.0,5.5437090053763445,5.2687857142857135
2169,40.0,2.0,2.0,3.8,2.0,5.5437090053763445,6.308395494367961
2171,51.0,2.0,3.0,3.3,2.0,5.5437090053763445,5.4311051212938
2172,55.0,1.0,2.0,4.2,1.0,5.5437090053763445,6.305351941747572
2173,22.666666666666668,3.0,4.0,2.29,3.0,6.589457364341085,6.308395494367961
2174,60.0,2.0,3.0,6.0,1.0,5.5437090053763445,5.583661764705883
2177,60.0,4.0,3.0,4.9,2.0,5.5437090053763445,5.583661764705883
2180,128.0,1.0,1.0,11.8,1.0,5.5437090053763445,6.114109589041096
2181,72.0,6.0,5.0,6.1,4.0,5.5437090053763445,5.2687857142857135
2182,80.0,4.0,4.0,5.88,4.0,5.5437090053763445,5.2687857142857135
2184,100.0,5.0,4.0,14.5,1.0,6.589457364341085,6.305351941747572
2185,34.666666666666664,2.3333333333333335,4.0,3.0,4.0,5.5437090053763445,6.114109589041096
2186,80.0,2.6666666666666665,3.0,4.9,4.0,6.589457364341085,6.308395494367961
2187,62.0,3.6666666666666665,3.0,5.1,3.0,5.5437090053763445,5.2687857142857135
2188,70.0,2.0,5.0,4.9,2.0,5.5437090053763445,6.308395494367961
2189,47.0,4.0,4.0,6.2,4.0,7.485200839463087,5.2687857142857135
2190,72.0,2.0,2.0,7.4,3.0,5.5437090053763445,5.2687857142857135
2191,44.0,2.6666666666666665,3.0,4.35,2.0,5.5437090053763445,5.2687857142857135
2192,102.0,4.0,4.0,5.9,1.0,5.5437090053763445,5.2687857142857135
2193,78.0,4.333333333333333,2.0,6.8,3.0,5.5437090053763445,5.2687857142857135
2194,56.0,4.0,4.0,7.5,3.0,5.5437090053763445,5.2687857142857135
2195,100.0,6.0,5.0,14.5,4.0,5.5437090053763445,6.305351941747572
2196,52.0,4.0,4.0,5.2,4.0,5.5437090053763445,5.2687857142857135
2197,54.0,4.0,4.0,4.9,5.0,5.5437090053763445,6.305351941747572
2198,42.666666666666664,2.0,2.0,3.67,2.0,5.5437090053763445,7.197767857142857
2200,88.0,2.0,4.0,4.9,1.0,5.5437090053763445,5.583661764705883
2201,64.0,2.0,4.0,4.6,2.0,5.5437090053763445,5.583661764705883
2202,52.0,3.0,4.0,7.0,3.0,7.485200839463087,6.308395494367961
2203,40.0,2.0,2.0,4.7,2.0,5.5437090053763445,6.308395494367961
2204,64.0,5.0,4.0,6.2,4.0,5.5437090053763445,5.2687857142857135
2205,60.0,6.0,5.0,6.5,3.0,5.5437090053763445,5.2687857142857135
2206,110.0,3.3333333333333335,4.333333333333333,4.99,1.0,5.5437090053763445,5.624838426204724
2207,64.0,1.0,4.0,4.85,4.0,5.5437090053763445,5.2687857142857135
2208,105.0,3.0,4.0,4.3,2.0,5.5437090053763445,6.308395494367961
2209,20.0,3.0,2.0,2.99,3.0,5.5437090053763445,5.831480472297911
2210,57.0,2.0,3.0,5.3,3.3333333333333335,5.5437090053763445,5.831480472297911
2211,76.0,2.0,2.0,4.0,1.0,5.5437090053763445,5.2687857142857135
2212,68.0,4.0,4.0,6.88,4.0,7.485200839463087,5.2687857142857135
2213,35.0,3.0,4.0,2.99,3.0,5.5437090053763445,5.624838426204724
2214,96.0,3.0,3.0,5.58,3.0,5.5437090053763445,5.2687857142857135
2215,18.0,2.0,2.0,3.05,2.0,5.5437090053763445,5.831480472297911
2216,70.0,2.0,2.0,6.8,1.0,5.5437090053763445,6.305351941747572
2217,65.0,2.6666666666666665,4.0,4.5,2.0,5.5437090053763445,5.2687857142857135
2218,82.0,3.0,4.0,6.123,3.0,5.5437090053763445,5.624838426204724
2219,22.0,3.0,2.0,3.3,3.0,5.5437090053763445,6.308395494367961
2220,90.0,4.0,5.0,12.38,5.0,7.485200839463087,5.624838426204724
2221,86.0,4.0,4.0,9.68,4.0,5.5437090053763445,6.305351941747572
2223,38.0,2.0,2.0,4.8,2.0,5.5437090053763445,5.831480472297911
2224,35.0,3.0,2.0,4.2,3.0,6.589457364341085,6.308395494367961
2225,75.0,4.0,5.0,4.98,4.0,5.5437090053763445,5.4311051212938
2226,62.0,2.3333333333333335,4.0,4.9,1.0,5.5437090053763445,5.2687857142857135
2227,150.0,2.0,1.0,2.1,2.0,5.5437090053763445,6.308395494367961
2228,52.0,3.0,3.0,4.6,1.0,5.5437090053763445,6.305351941747572
2229,72.0,4.0,5.0,9.2,4.0,5.5437090053763445,5.624838426204724
2230,28.0,1.0,2.0,2.85,2.0,5.5437090053763445,6.114109589041096
2231,21.0,2.0,2.0,2.95,2.0,5.5437090053763445,6.308395494367961
2232,52.0,3.0,3.0,4.6,2.0,5.5437090053763445,6.305351941747572
2235,49.0,4.0,4.0,6.0,3.0,5.5437090053763445,6.308395494367961
2236,48.0,2.0,3.0,4.8,2.0,5.5437090053763445,5.831480472297911
2239,52.0,2.6666666666666665,2.0,4.0,2.0,5.5437090053763445,5.2687857142857135
2240,30.0,2.0,2.0,3.2,2.0,5.5437090053763445,6.305351941747572
2241,48.0,4.0,2.0,5.3,3.0,5.5437090053763445,5.2687857142857135
2243,63.0,4.0,4.0,5.6,3.0,5.5437090053763445,5.2687857142857135
2244,90.0,1.0,2.0,9.45,1.0,5.5437090053763445,4.358333333333333
2245,40.0,3.0,2.0,2.75,3.0,5.5437090053763445,7.197767857142857
2247,47.0,2.0,3.0,3.92,4.0,5.5437090053763445,7.197767857142857
2248,67.0,5.0,4.0,6.3,3.0,5.5437090053763445,5.583661764705883
2249,50.0,3.0,3.0,4.98,2.0,5.5437090053763445,5.831480472297911
2252,120.0,4.0,4.0,7.9,3.0,5.5437090053763445,5.2687857142857135
2253,80.0,4.0,4.0,8.0,4.0,7.485200839463087,6.42252427184466
2254,20.0,2.0,2.0,2.29,3.0,5.5437090053763445,6.305351941747572
2255,76.0,1.0,2.0,6.2,1.0,5.5437090053763445,5.583661764705883
2256,47.0,4.0,4.0,4.2,2.0,5.5437090053763445,6.308395494367961
2257,64.0,3.0,4.0,7.3,3.0,5.5437090053763445,5.2687857142857135
2260,44.0,2.0,2.0,3.45,2.0,5.5437090053763445,6.305351941747572
2261,49.0,2.0,2.0,3.7,2.0,5.5437090053763445,5.2687857142857135
2262,76.0,3.0,3.0,4.38,3.0,5.5437090053763445,5.2687857142857135
2263,48.0,2.0,2.0,3.6,2.0,5.5437090053763445,5.2687857142857135
2264,30.0,4.0,4.0,4.2,5.0,5.5437090053763445,7.197767857142857
2265,47.0,3.0,2.0,3.7,1.0,5.5437090053763445,5.831480472297911
2266,50.0,4.0,3.0,4.9,1.0,5.5437090053763445,6.308395494367961
2267,45.0,3.0,4.0,4.0,3.0,5.5437090053763445,5.624838426204724
2268,45.0,2.0,2.0,2.7,2.0,5.5437090053763445,5.2687857142857135
2269,108.0,2.0,3.0,14.0,2.0,7.485200839463087,6.114109589041096
2270,30.0,2.0,2.0,4.0,2.0,6.589457364341085,7.197767857142857
2273,45.0,3.0,3.0,4.0,3.0,5.5437090053763445,5.624838426204724
2274,80.0,4.0,4.0,8.9,3.0,7.485200839463087,5.2687857142857135
2275,112.0,3.0,4.0,7.5,3.0,5.5437090053763445,5.2687857142857135
2276,92.0,4.0,4.0,13.0,3.0,7.485200839463087,6.42252427184466
2277,30.0,2.0,2.0,3.4,2.0,6.589457364341085,7.197767857142857
2278,75.0,4.0,5.0,7.49,4.0,5.5437090053763445,8.821571428571428
2279,40.0,3.0,3.0,5.0,3.0,5.5437090053763445,5.624838426204724
2281,90.0,3.0,1.0,5.4,4.0,7.485200839463087,5.4311051212938
2282,56.0,2.0,3.0,4.1,2.0,5.5437090053763445,5.2687857142857135
2284,60.0,4.0,5.0,5.6,2.0,5.5437090053763445,5.831480472297911
2285,52.0,4.0,4.0,5.8,3.0,5.5437090053763445,6.308395494367961
2286,60.0,2.0,3.0,5.6,1.0,5.5437090053763445,5.583661764705883
2288,40.0,2.0,2.0,3.55,2.0,5.5437090053763445,5.2687857142857135
2289,55.0,2.0,2.0,4.35,2.0,5.5437090053763445,5.831480472297911
2290,80.0,4.0,4.0,9.68,4.0,5.5437090053763445,5.624838426204724
2291,64.0,2.0,3.0,5.5,3.0,5.5437090053763445,5.2687857142857135
2292,72.0,2.0,3.0,5.5,3.0,5.5437090053763445,5.2687857142857135
2293,60.0,2.0,2.0,4.2,2.0,5.5437090053763445,6.308395494367961
2295,54.0,4.0,4.0,5.9,3.0,5.5437090053763445,5.2687857142857135
2296,150.0,4.0,2.0,8.0,3.0,5.5437090053763445,5.2687857142857135
2299,71.0,3.0,4.0,6.8,3.0,5.5437090053763445,5.583661764705883
2301,80.0,1.0,2.0,2.85,2.0,7.485200839463087,4.2203448275862065
2302,120.0,2.0,2.0,3.0,2.0,7.485200839463087,4.2203448275862065
2303,35.0,3.0,4.0,3.2,4.0,5.5437090053763445,5.624838426204724
2304,90.0,2.6666666666666665,2.6666666666666665,3.5,1.0,7.485200839463087,5.2687857142857135
2305,60.0,4.333333333333333,2.0,5.5,1.0,5.5437090053763445,6.308395494367961
2307,70.0,6.0,5.0,5.1,3.0,5.5437090053763445,5.2687857142857135
2308,35.0,3.0,3.0,3.0,4.0,5.5437090053763445,5.624838426204724
2309,123.0,5.0,4.0,13.5,3.0,5.5437090053763445,5.624838426204724
2310,26.0,2.0,2.0,2.0,2.0,5.5437090053763445,4.2203448275862065
2311,103.0,3.6666666666666665,3.3333333333333335,7.5,1.0,5.5437090053763445,6.305351941747572
2313,52.0,3.3333333333333335,3.3333333333333335,4.6,4.0,5.5437090053763445,5.2687857142857135
2314,55.333333333333336,3.0,2.0,5.95,2.0,6.589457364341085,5.583661764705883
2315,66.0,2.0,3.0,4.5,3.0,5.5437090053763445,5.2687857142857135
2316,48.0,2.0,2.0,3.8,2.0,5.5437090053763445,5.2687857142857135
2319,115.0,3.0,2.0,9.2,3.0,5.5437090053763445,5.831480472297911
2320,39.0,3.0,2.0,3.7,3.0,7.485200839463087,5.624838426204724
2322,110.0,3.0,3.0,4.62,3.0,5.5437090053763445,7.197767857142857
2323,40.0,5.0,4.0,4.64,4.0,5.5437090053763445,7.197767857142857
2326,93.0,4.0,2.0,4.0,2.0,5.5437090053763445,5.2687857142857135
2327,93.0,2.6666666666666665,2.0,4.0,2.0,5.5437090053763445,5.2687857142857135
2328,23.0,1.0,2.0,1.9,2.0,5.5437090053763445,5.4311051212938
2329,75.0,3.0,3.0,5.5,3.0,7.485200839463087,5.831480472297911
2330,64.0,3.0,4.0,4.98,3.0,5.5437090053763445,5.624838426204724
2331,56.0,2.0,2.0,3.8,3.0,5.5437090053763445,5.624838426204724
2333,57.0,2.0,4.0,3.3,2.0,5.5437090053763445,5.2687857142857135
2334,72.0,4.0,4.0,5.2,1.0,5.5437090053763445,5.831480472297911
2335,80.0,3.0,3.0,7.3,2.0,5.5437090053763445,6.308395494367961
2336,60.0,2.0,3.0,5.6,2.0,7.485200839463087,5.583661764705883
2337,116.0,1.0,2.0,3.1,2.6666666666666665,5.5437090053763445,5.2687857142857135
2338,90.0,4.0,4.0,9.68,3.0,7.485200839463087,5.624838426204724
2339,48.0,2.0,4.0,3.4,1.0,5.5437090053763445,5.2687857142857135
2340,100.0,3.0,2.0,7.0,4.0,5.5437090053763445,5.831480472297911
2342,105.0,1.0,4.0,3.39,1.0,5.5437090053763445,4.4555384615384614
2343,35.0,2.0,4.0,2.7,3.0,5.5437090053763445,5.2687857142857135
2344,30.0,2.0,4.333333333333333,2.4,2.0,5.5437090053763445,4.2203448275862065
2345,120.0,2.0,3.0,3.0,1.0,5.5437090053763445,4.2203448275862065
2346,55.0,2.0,3.0,2.17,3.0,5.5437090053763445,5.4311051212938
2347,30.0,2.0,2.0,2.8,3.0,5.5437090053763445,6.305351941747572
2348,50.0,4.0,4.0,9.0,2.0,5.5437090053763445,6.305351941747572
2349,40.0,2.0,2.0,3.4,2.0,5.5437090053763445,6.308395494367961
